id,team,league,G,AB,H
620,CIN,NL,39,73,23
620,CIN,NL,76,140,41
620,CIN,NL,80,113,38
621,KCA,AL,42,0,0
621,KCA,AL,29,0,0
621,TBA,AL,75,0,0
621,TBA,AL,50,0,0
621,TOR,AL,40,0,0
621,TOR,AL,59,0,0
621,TOR,AL,70,1,1
621,TOR,AL,67,0,0
622,MIL,NL,69,213,69
622,MIL,NL,137,440,127
622,MIL,NL,114,375,99
622,MIL,NL,136,498,131
622,CIN,NL,141,461,136
622,CIN,NL,154,584,181
622,CIN,NL,21,69,15
622,SFN,NL,21,64,15
623,NYA,AL,25,5,0
623,NYA,AL,2,0,0
623,NYA,AL,48,15,0
623,NYA,AL,44,10,1
623,NYA,AL,51,2,0
623,NYA,AL,56,14,4
623,NYA,AL,24,2,0
623,NYN,NL,29,4,0
624,SLN,NL,39,31,2
624,SLN,NL,49,16,1
624,SLN,NL,42,18,1
624,SLN,NL,68,29,5
624,CHA,AL,52,0,0
624,LAN,NL,12,0,0
624,LAN,NL,23,1,0
624,SLN,NL,11,11,3
625,KC1,AL,4,0,0
625,KC1,AL,34,18,0
625,KC1,AL,4,0,0
625,BOS,AL,38,56,11
625,BOS,AL,50,42,8
625,BOS,AL,23,43,7
625,BOS,AL,10,0,0
625,BOS,AL,9,3,2
626,ML4,AL,19,0,0
626,ML4,AL,5,0,0
626,ML4,AL,11,0,0
626,ML4,AL,29,2,0
626,MIL,NL,7,11,1
626,BAL,AL,36,1,0
626,BAL,AL,33,5,0
626,MON,NL,5,0,0
627,SLN,NL,29,57,12
627,SLN,NL,36,87,22
627,SLN,NL,24,37,3
627,SLN,NL,39,64,9
627,SLN,NL,39,75,12
627,SLN,NL,36,55,11
627,SLN,NL,6,7,3
627,SFN,NL,26,34,11
628,PHI,NL,76,206,54
628,PHI,NL,109,372,110
628,PHI,NL,99,331,101
628,PHI,NL,119,392,107
628,PHI,NL,118,388,119
628,PHI,NL,92,286,99
628,PHI,NL,112,368,113
628,PHI,NL,141,533,163
629,BOS,AL,9,30,9
629,BOS,AL,109,338,99
629,BOS,AL,146,524,151
629,BOS,AL,155,598,173
629,BOS,AL,153,618,175
629,BOS,AL,143,550,136
629,LAN,NL,132,445,123
629,ML4,AL,108,399,108
630,DET,AL,9,0,0
630,DET,AL,3,0,0
630,DET,AL,28,0,0
630,SDN,NL,43,30,3
630,SDN,NL,44,13,3
630,HOU,NL,31,60,5
630,HOU,NL,19,28,3
630,ATL,NL,6,0,0
631,BAL,AL,4,13,1
631,BAL,AL,124,400,97
631,BAL,AL,140,491,130
631,BAL,AL,134,424,123
631,BAL,AL,144,472,117
631,BAL,AL,140,491,141
631,BAL,AL,125,415,97
631,BAL,AL,154,550,137
632,PHI,NL,61,66,17
632,PHI,NL,93,229,54
632,PHI,NL,81,255,72
632,PHI,NL,106,332,77
632,PHI,NL,110,338,86
632,PHI,NL,124,361,86
632,PHI,NL,110,341,92
632,PHI,NL,10,22,4
633,CIN,NL,3,1,0
633,CIN,NL,7,1,0
633,CIN,NL,59,7,0
633,CIN,NL,67,11,1
633,CIN,NL,79,15,0
633,CIN,NL,80,7,2
633,CIN,NL,79,3,0
633,CIN,NL,71,3,1
634,CIN,NL,37,64,17
634,CIN,NL,42,111,30
634,CIN,NL,39,86,18
634,CIN,NL,43,104,21
634,CIN,NL,33,73,13
634,CIN,NL,37,102,26
634,CIN,NL,34,78,27
634,CIN,NL,29,83,18
635,CHN,NL,1,2,0
635,PHI,NL,59,58,11
635,PHI,NL,55,87,22
635,PHI,NL,44,95,16
635,PHI,NL,43,68,18
635,PHI,NL,43,53,7
635,PHI,NL,48,88,15
635,PHI,NL,3,6,0
636,TEX,AL,16,47,15
636,TEX,AL,60,198,43
636,TEX,AL,28,71,11
636,TEX,AL,14,34,8
636,BAL,AL,22,57,9
636,BAL,AL,23,60,10
636,NYN,NL,9,28,4
636,CHN,NL,8,15,3
637,PIT,NL,8,0,0
637,PIT,NL,34,11,1
637,PIT,NL,64,9,0
637,PIT,NL,72,12,3
637,PIT,NL,91,21,2
637,PIT,NL,94,15,2
637,PIT,NL,78,9,0
637,PIT,NL,45,2,0
638,LAN,NL,8,29,7
638,LAN,NL,9,21,3
638,LAN,NL,117,448,120
638,LAN,NL,92,267,79
638,LAN,NL,141,493,146
638,LAN,NL,123,417,114
638,LAN,NL,134,433,98
638,WS2,AL,149,516,149
639,PHI,NL,3,3,1
639,PHI,NL,33,89,15
639,PHI,NL,38,59,10
639,SFN,NL,36,72,8
639,SFN,NL,37,74,13
639,SFN,NL,39,74,16
639,SFN,NL,39,98,15
639,SFN,NL,45,94,13
640,DET,AL,4,12,4
640,DET,AL,39,132,30
640,SDN,NL,19,53,9
640,MIL,NL,46,142,38
640,MIL,NL,11,13,3
640,MIL,NL,21,62,19
640,MIL,NL,41,114,26
640,FLO,NL,7,14,0
641,LAN,NL,8,3,1
641,LAN,NL,4,0,0
641,LAN,NL,2,0,0
641,LAN,NL,37,14,3
641,LAN,NL,49,12,0
641,LAN,NL,38,6,2
641,LAN,NL,77,21,6
641,LAN,NL,70,22,4
642,CIN,NL,49,165,35
642,CIN,NL,43,80,20
642,MON,NL,11,17,3
642,SLN,NL,47,58,12
642,SLN,NL,46,39,11
642,SLN,NL,19,25,2
642,SLN,NL,54,65,10
642,TOR,AL,59,70,16
643,CLE,AL,1,2,0
643,CLE,AL,6,0,0
643,DET,AL,17,23,3
643,DET,AL,32,39,5
643,DET,AL,39,17,1
643,DET,AL,42,10,3
643,DET,AL,28,8,1
643,KC1,AL,3,1,1
644,WS2,AL,66,8,0
644,WS2,AL,54,3,0
644,WS2,AL,4,0,0
644,WS2,AL,52,47,5
644,WS2,AL,37,58,7
644,WS2,AL,54,26,2
644,TEX,AL,35,9,1
644,NYA,AL,5,0,0
645,CHN,NL,38,85,22
645,CHN,NL,25,54,12
645,CHN,NL,58,119,18
645,CHN,NL,10,19,8
645,SLN,NL,26,49,12
645,SLN,NL,74,179,45
645,SLN,NL,36,54,15
645,PHI,NL,58,155,39
646,HOU,NL,34,0,0
646,HOU,NL,31,2,1
646,TOR,AL,3,0,0
646,ATL,NL,56,3,0
646,ATL,NL,65,0,0
646,NYA,AL,22,0,0
646,WAS,NL,8,0,0
646,TEX,AL,4,0,0
647,CIN,NL,32,45,2
647,CIN,NL,30,46,6
647,CIN,NL,31,54,6
647,CIN,NL,24,47,3
647,CIN,NL,33,67,6
647,CIN,NL,11,20,3
647,CIN,NL,34,68,9
647,CIN,NL,19,37,6
648,CIN,NL,85,199,42
648,CIN,NL,154,540,132
648,CIN,NL,155,557,130
648,CIN,NL,154,588,147
648,CIN,NL,151,470,126
648,CIN,NL,150,479,126
648,CIN,NL,151,448,122
648,CIN,NL,145,393,90
649,OAK,AL,44,0,0
649,OAK,AL,70,0,0
649,OAK,AL,62,1,0
649,OAK,AL,12,0,0
649,OAK,AL,44,0,0
649,OAK,AL,23,0,0
649,WAS,NL,30,0,0
649,WAS,NL,43,0,0
650,SDN,NL,3,0,0
650,PIT,NL,11,8,1
650,PIT,NL,15,12,1
650,PIT,NL,12,3,0
650,PIT,NL,55,19,1
650,PIT,NL,54,4,1
650,PIT,NL,60,6,2
650,TEX,AL,52,0,0
651,MIN,AL,30,1,0
651,MIN,AL,15,0,0
651,MIN,AL,27,4,1
651,MIN,AL,45,3,1
651,MIN,AL,34,8,3
651,MIN,AL,33,6,1
651,MIN,AL,34,2,0
651,MIN,AL,33,7,2
652,LAN,NL,28,66,6
652,LAN,NL,33,75,10
652,LAN,NL,33,69,11
652,LAN,NL,12,20,1
652,NYN,NL,17,30,8
652,MIL,NL,29,56,12
652,DET,AL,32,6,0
652,BOS,AL,33,5,1
653,SLN,NL,2,1,0
653,SLN,NL,8,11,1
653,PHI,NL,111,418,107
653,PHI,NL,151,584,165
653,PHI,NL,14,56,13
653,SLN,NL,140,578,169
653,SLN,NL,81,173,32
653,PHI,NL,69,182,45
654,ATL,NL,21,15,3
654,ATL,NL,14,23,1
654,ATL,NL,18,26,5
654,KCA,AL,11,0,0
654,KCA,AL,21,2,0
654,KCA,AL,22,1,0
654,KCA,AL,32,1,0
654,KCA,AL,13,1,0
655,SDN,NL,56,141,39
655,SDN,NL,145,498,132
655,SDN,NL,143,509,136
655,SDN,NL,137,492,139
655,SDN,NL,157,615,169
655,SDN,NL,158,587,181
655,SDN,NL,159,597,184
655,SDN,NL,162,558,154
656,CLE,AL,3,0,0
656,CLE,AL,28,2,0
656,CLE,AL,26,5,1
656,CLE,AL,11,2,0
656,CLE,AL,39,0,0
656,CLE,AL,8,0,0
656,SEA,AL,16,0,0
656,PIT,NL,14,8,0
657,PIT,NL,24,30,2
657,PIT,NL,34,52,12
657,PIT,NL,32,39,5
657,PIT,NL,35,80,11
657,PIT,NL,44,84,21
657,PIT,NL,32,70,8
657,PIT,NL,34,83,10
657,PIT,NL,35,82,15
658,NY1,NL,42,86,16
658,NY1,NL,42,95,13
658,NY1,NL,37,97,16
658,NY1,NL,40,96,16
658,NY1,NL,39,96,9
658,NY1,NL,34,45,8
658,NY1,NL,36,60,8
658,NY1,NL,13,14,4
659,PIT,NL,2,5,1
659,MON,NL,14,15,3
659,MON,NL,115,341,96
659,MON,NL,136,482,138
659,MON,NL,107,422,143
659,MON,NL,93,344,94
659,MON,NL,143,540,152
659,FLO,NL,150,538,157
660,BOS,AL,6,0,0
660,BOS,AL,14,0,0
660,BOS,AL,5,0,0
660,BOS,AL,35,0,0
660,BOS,AL,44,0,0
660,BOS,AL,40,0,0
660,BOS,AL,29,0,0
660,KCA,AL,25,0,0
661,KC1,AL,37,34,8
661,KC1,AL,38,55,12
661,KC1,AL,40,71,11
661,KC1,AL,41,47,9
661,WS2,AL,21,18,2
661,KC1,AL,36,9,0
661,OAK,AL,52,9,1
661,SE1,AL,66,27,4
662,NY1,NL,11,27,5
662,BSN,NL,132,457,97
662,BSN,NL,88,332,98
662,BSN,NL,143,502,121
662,BSN,NL,150,544,144
662,BSN,NL,51,122,26
662,BSN,NL,85,208,52
662,BSN,NL,20,72,14
663,ARI,NL,11,23,5
663,ARI,NL,8,12,2
663,WAS,NL,41,157,39
663,FLO,NL,127,461,116
663,FLO,NL,73,180,47
663,FLO,NL,152,565,167
663,MIA,NL,64,244,63
663,TOR,AL,94,262,57
664,SFN,NL,29,1,0
664,SFN,NL,45,1,0
664,SFN,NL,68,2,0
664,SFN,NL,65,0,0
664,SFN,NL,69,0,0
664,SFN,NL,65,0,0
664,SFN,NL,64,0,0
664,SFN,NL,70,2,0
665,CAL,AL,22,0,0
665,CAL,AL,33,0,0
665,CAL,AL,43,0,0
665,CAL,AL,34,0,0
665,CAL,AL,35,0,0
665,CAL,AL,34,0,0
665,CAL,AL,36,0,0
665,CAL,AL,34,0,0
666,MIN,AL,10,14,4
666,MIN,AL,13,41,19
666,MIN,AL,85,295,78
666,MIN,AL,152,570,165
666,MIN,AL,157,623,173
666,TEX,AL,155,602,171
666,TEX,AL,154,593,170
666,TEX,AL,105,380,120
667,PHA,AL,1,2,0
667,PHA,AL,39,76,18
667,PHA,AL,34,90,24
667,PHA,AL,46,87,15
667,PHA,AL,2,5,1
667,CLE,AL,54,23,6
667,CLE,AL,42,12,3
667,CLE,AL,16,0,0
668,CHA,AL,10,29,7
668,CHA,AL,119,352,91
668,CHA,AL,135,480,135
668,CHA,AL,115,390,98
668,CHA,AL,72,233,54
668,CHA,AL,86,279,60
668,CHA,AL,93,312,81
668,CHA,AL,150,458,114
669,PHA,AL,2,3,0
669,BOS,AL,23,16,5
669,BOS,AL,44,50,11
669,BOS,AL,51,85,14
669,BOS,AL,37,68,15
669,BOS,AL,37,63,10
669,BOS,AL,41,66,18
669,BOS,AL,27,44,7
670,WS1,AL,9,13,4
670,WS1,AL,38,80,16
670,WS1,AL,44,99,22
670,WS1,AL,9,31,9
670,WS1,AL,13,31,6
670,WS1,AL,153,546,132
670,WS1,AL,124,442,122
670,MIN,AL,150,541,156
671,CIN,NL,9,11,3
671,CIN,NL,8,10,1
671,CIN,NL,22,38,3
671,CIN,NL,19,33,7
671,CIN,NL,23,39,11
671,CIN,NL,34,70,8
671,CIN,NL,32,58,9
671,CIN,NL,23,41,6
672,PHA,AL,7,1,1
672,NY1,NL,31,29,5
672,PHI,NL,49,67,13
672,PHI,NL,44,77,15
672,PIT,NL,35,47,10
672,PIT,NL,18,21,7
672,PIT,NL,70,96,33
672,PIT,NL,57,90,22
673,BRO,NL,73,182,54
673,CIN,NL,118,413,125
673,CIN,NL,107,350,99
673,CIN,NL,132,417,127
673,CIN,NL,120,332,114
673,CIN,NL,121,387,129
673,CIN,NL,120,368,123
673,CIN,NL,129,489,167
674,BAL,AL,20,47,8
674,BAL,AL,131,501,129
674,BAL,AL,148,510,126
674,BAL,AL,145,504,122
674,BAL,AL,142,511,143
674,BAL,AL,149,530,149
674,BAL,AL,142,510,144
674,BAL,AL,118,376,83
675,SLA,AL,76,296,86
675,SLA,AL,134,488,133
675,SLA,AL,130,487,134
675,BOS,AL,54,161,39
675,BOS,AL,43,62,20
675,BOS,AL,25,21,4
675,BOS,AL,1,1,1
675,BOS,AL,3,5,1
676,KCA,AL,7,1,0
676,KCA,AL,45,31,9
676,KCA,AL,36,44,11
676,KCA,AL,39,23,4
676,KCA,AL,15,0,0
676,KCA,AL,34,0,0
676,KCA,AL,35,0,0
676,KCA,AL,37,0,0
677,BOS,AL,12,0,0
677,BOS,AL,5,0,0
677,BOS,AL,28,0,0
677,BOS,AL,33,0,0
677,BOS,AL,33,0,0
677,BOS,AL,35,0,0
677,BOS,AL,25,0,0
677,BOS,AL,33,0,0
678,LAN,NL,5,0,0
678,LAN,NL,101,281,70
678,LAN,NL,119,391,107
678,CAL,AL,32,126,38
678,CAL,AL,117,371,97
678,CAL,AL,26,57,16
678,SDN,NL,7,15,2
678,SDN,NL,15,49,18
679,HOU,NL,26,97,27
679,HOU,NL,154,535,145
679,HOU,NL,147,548,143
679,HOU,NL,148,578,166
679,HOU,NL,145,550,152
679,HOU,NL,162,625,177
679,HOU,NL,132,480,119
679,HOU,NL,142,507,111
680,LAN,NL,59,11,1
680,LAN,NL,41,1,0
680,LAN,NL,66,7,0
680,LAN,NL,46,8,1
680,LAN,NL,19,0,0
680,MIN,AL,13,0,0
680,TEX,AL,24,0,0
680,NYA,AL,37,0,0
681,NYN,NL,14,27,4
681,NYN,NL,27,51,13
681,NYN,NL,6,7,1
681,NYN,NL,13,12,1
681,OAK,AL,20,0,0
681,OAK,AL,66,0,0
681,OAK,AL,65,0,0
681,SLN,NL,60,0,0
682,SLN,NL,93,297,63
682,SLN,NL,56,68,13
682,SLN,NL,85,265,65
682,SLN,NL,115,362,101
682,SLN,NL,88,205,57
682,BOS,AL,132,419,113
682,SLN,NL,129,380,98
682,ANA,AL,128,388,98
683,SLA,AL,18,35,6
683,SLA,AL,47,60,18
683,SLA,AL,26,30,7
683,SLA,AL,19,13,3
683,SLA,AL,22,14,6
683,CLE,AL,37,30,11
683,BOS,AL,27,25,8
683,BOS,AL,1,2,1
684,TEX,AL,4,0,0
684,TEX,AL,38,1,1
684,TEX,AL,25,0,0
684,TEX,AL,9,0,0
684,TEX,AL,1,0,0
684,SEA,AL,32,4,1
684,MIN,AL,35,0,0
684,NYN,NL,27,51,13
685,CLE,AL,5,2,0
685,CLE,AL,53,4,1
685,CIN,NL,49,66,8
685,CIN,NL,32,31,3
685,SLN,NL,11,17,3
685,HOU,NL,32,4,1
685,HOU,NL,59,11,1
685,HOU,NL,45,19,3
686,WS1,AL,11,14,2
686,WS1,AL,50,59,8
686,WS1,AL,55,19,5
686,WS1,AL,64,34,6
686,WS1,AL,56,41,5
686,WS1,AL,48,46,5
686,WS1,AL,49,81,19
686,WS1,AL,33,73,24
687,SLA,AL,16,45,10
687,SLA,AL,135,483,120
687,SLA,AL,103,333,92
687,SLA,AL,104,297,68
687,PHA,AL,114,427,132
687,PHA,AL,9,28,4
687,CHA,AL,23,72,15
687,SLA,AL,21,67,9
688,PHI,NL,4,13,3
688,PHI,NL,127,450,103
688,PHI,NL,120,447,132
688,PHI,NL,121,439,98
688,PHI,NL,152,536,119
688,ML4,AL,145,556,158
688,ML4,AL,159,629,178
688,ML4,AL,109,405,112
689,SFN,NL,74,221,70
689,SFN,NL,87,129,29
689,SLN,NL,39,98,21
689,LAA,AL,133,453,127
689,LAA,AL,160,612,164
689,LAA,AL,149,550,160
689,CLE,AL,163,641,162
689,CLE,AL,144,517,152
690,TEX,AL,78,250,57
690,TEX,AL,41,129,29
690,MIN,AL,103,384,104
690,MIN,AL,150,584,135
690,MIN,AL,158,586,160
690,MIN,AL,162,621,168
690,MIN,AL,133,486,135
690,MIN,AL,56,167,44
691,TBA,AL,30,126,40
691,TBA,AL,162,645,186
691,MIN,AL,152,575,167
691,MIN,AL,108,395,112
691,MIN,AL,153,570,170
691,MIN,AL,84,305,81
691,DET,AL,40,168,46
691,DET,AL,151,574,153
692,NYN,NL,8,4,0
692,NYN,NL,3,2,0
692,COL,NL,4,4,1
692,HOU,AL,25,2,0
692,HOU,AL,32,8,1
692,HOU,AL,33,6,0
692,HOU,AL,12,2,0
692,HOU,AL,58,0,0
693,TOR,AL,14,0,0
693,TOR,AL,17,0,0
693,ATL,NL,12,1,0
693,ATL,NL,52,7,1
693,ATL,NL,7,0,0
693,NYN,NL,10,4,0
693,TOR,AL,51,0,0
693,TOR,AL,41,0,0
694,TBA,AL,8,15,2
694,TBA,AL,5,14,1
694,TBA,AL,101,348,98
694,TBA,AL,117,385,83
694,TBA,AL,107,348,85
694,TBA,AL,77,154,28
694,CIN,NL,98,281,75
694,CIN,NL,148,511,136
695,BOS,AL,14,44,15
695,BOS,AL,23,90,21
695,BOS,AL,151,607,176
695,BOS,AL,96,320,81
695,BOS,AL,32,110,26
695,WS1,AL,100,433,134
695,WS1,AL,47,197,48
695,SLA,AL,102,436,149
696,SDN,NL,62,150,32
696,SDN,NL,91,315,86
696,SDN,NL,75,220,47
696,TBA,AL,110,301,67
696,TBA,AL,153,540,152
696,TBA,AL,127,511,135
696,LAN,NL,119,361,81
696,LAN,NL,70,193,40
697,WS1,AL,38,67,16
697,WS1,AL,125,378,114
697,WS1,AL,142,510,136
697,WS1,AL,120,411,135
697,WS1,AL,132,526,175
697,WS1,AL,146,554,159
697,SLA,AL,133,517,155
697,SLA,AL,122,482,157
698,MIN,AL,25,82,21
698,MIN,AL,52,156,37
698,MIN,AL,143,528,167
698,MIN,AL,143,531,148
698,MIN,AL,23,77,18
698,COL,NL,57,171,54
698,COL,NL,85,290,86
698,CIN,NL,66,261,77
699,TOR,AL,11,0,0
699,TOR,AL,14,0,0
699,TOR,AL,43,0,0
699,SLN,NL,28,0,0
699,SLN,NL,70,0,0
699,SLN,NL,11,1,0
699,CLE,AL,27,0,0
699,CLE,AL,73,0,0
700,SFN,NL,11,6,0
700,SFN,NL,22,17,3
700,SFN,NL,26,29,6
700,SFN,NL,28,16,4
700,MON,NL,22,14,4
700,MON,NL,19,34,6
700,MON,NL,35,37,4
700,MIN,AL,7,0,0
701,CHN,NL,154,614,147
701,CHN,NL,153,656,188
701,CHN,NL,146,597,167
701,CHN,NL,155,643,189
701,CHN,NL,131,543,158
701,CHN,NL,143,591,170
701,CHN,NL,131,530,181
701,CHN,NL,120,474,128
702,COL,NL,18,13,2
702,COL,NL,8,6,1
702,COL,NL,76,7,1
702,COL,NL,70,3,1
702,COL,NL,55,1,0
702,COL,NL,66,2,0
702,COL,NL,63,4,2
702,MIL,NL,73,2,0
703,WS1,AL,1,3,0
703,WS1,AL,75,210,59
703,WS1,AL,56,138,29
703,WS1,AL,41,83,21
703,PHA,AL,72,209,45
703,PHA,AL,53,142,30
703,PHA,AL,98,298,79
703,PHA,AL,87,252,71
704,NYA,AL,3,6,1
704,NYA,AL,7,4,1
704,KC1,AL,22,42,6
704,KC1,AL,40,71,14
704,KC1,AL,9,17,3
704,NYA,AL,24,41,4
704,NYA,AL,35,49,6
704,NYA,AL,31,66,15
705,MON,NL,28,46,10
705,MON,NL,43,86,17
705,MON,NL,64,141,33
705,BAL,AL,7,14,0
705,TBA,AL,3,5,1
705,PIT,NL,14,24,9
705,PIT,NL,6,9,3
705,CLE,AL,16,33,6
706,WS1,AL,10,29,7
706,WS1,AL,60,210,54
706,WS1,AL,123,424,117
706,WS1,AL,51,166,47
706,WS1,AL,38,108,24
706,CHA,AL,117,475,122
706,CHA,AL,138,535,138
706,CHA,AL,62,226,58
707,BAL,AL,19,33,6
707,BAL,AL,69,91,21
707,BAL,AL,27,24,7
707,WS1,AL,88,190,46
707,WS1,AL,127,330,97
707,MIN,AL,156,600,171
707,MIN,AL,158,619,168
707,MIN,AL,145,280,67
708,CIN,NL,12,16,5
708,CIN,NL,24,83,27
708,CIN,NL,151,640,209
708,CIN,NL,156,630,209
708,CIN,NL,155,618,191
708,CIN,NL,154,603,162
708,CIN,NL,145,564,156
708,CIN,NL,126,472,143
709,CHN,NL,3,0,0
709,CHN,NL,34,73,9
709,CHN,NL,12,35,7
709,CHN,NL,35,80,10
709,CHN,NL,39,100,15
709,CHN,NL,40,105,21
709,CHN,NL,30,69,9
709,OAK,AL,40,90,16
710,LAN,NL,1,1,0
710,LAN,NL,2,0,0
710,LAN,NL,40,85,21
710,LAN,NL,44,27,4
710,LAN,NL,14,11,2
710,CLE,AL,34,0,0
710,CLE,AL,36,0,0
710,CLE,AL,15,0,0
711,NY1,NL,6,8,2
711,NY1,NL,15,16,2
711,NY1,NL,55,64,13
711,NY1,NL,42,66,8
711,NY1,NL,40,57,6
711,NY1,NL,41,31,3
711,BSN,NL,39,8,1
711,CHN,NL,22,7,0
712,CLE,AL,45,111,16
712,CLE,AL,28,58,11
712,SEA,AL,24,59,12
712,TBA,AL,42,100,26
712,TBA,AL,4,3,1
712,TEX,AL,34,107,28
712,CLE,AL,8,9,0
712,TEX,AL,36,98,25
713,NYA,AL,7,20,8
713,SDN,NL,86,308,85
713,SDN,NL,87,321,77
713,CHA,AL,27,108,31
713,CHA,AL,73,271,69
713,CIN,NL,73,290,84
713,CIN,NL,152,563,152
713,CIN,NL,35,105,24
714,CIN,NL,45,6,0
714,CIN,NL,64,7,0
714,CIN,NL,56,5,1
714,CIN,NL,38,0,0
714,KCA,AL,28,0,0
714,MIN,AL,63,0,0
714,MIN,AL,39,0,0
714,MIN,AL,61,0,0
715,BAL,AL,5,7,1
715,BAL,AL,9,6,2
715,TOR,AL,122,496,154
715,TOR,AL,154,621,164
715,TOR,AL,130,414,95
715,TOR,AL,117,347,82
715,NYN,NL,51,81,23
715,NYN,NL,110,376,104
716,NYA,AL,127,458,117
716,NYA,AL,151,567,161
716,NYA,AL,155,616,173
716,NYA,AL,156,588,162
716,NYA,AL,147,538,173
716,NYA,AL,152,543,135
716,NYA,AL,112,376,79
716,CLE,AL,155,562,153
717,CLE,AL,12,0,0
717,CLE,AL,26,0,0
717,CLE,AL,51,0,0
717,CLE,AL,68,0,0
717,CLE,AL,72,0,0
717,CLE,AL,58,0,0
717,BOS,AL,8,0,0
717,CHA,AL,33,0,0
718,SDN,NL,146,525,152
718,SDN,NL,154,555,171
718,SDN,NL,150,545,152
718,SDN,NL,158,642,193
718,SDN,NL,104,393,113
718,SDN,NL,132,521,149
718,SDN,NL,95,233,64
718,SFN,NL,87,135,34
719,CAL,AL,62,0,0
719,CAL,AL,62,1,0
719,ANA,AL,55,0,0
719,ANA,AL,67,0,0
719,ANA,AL,60,0,0
719,ANA,AL,54,0,0
719,ANA,AL,57,0,0
719,ANA,AL,58,0,0
720,MON,NL,16,71,22
720,MON,NL,105,227,59
720,MON,NL,102,218,63
720,WAS,NL,113,303,76
720,COL,NL,136,463,139
720,COL,NL,108,227,51
720,CLE,AL,113,347,96
720,CLE,AL,93,315,87
721,TBA,AL,30,0,0
721,TBA,AL,32,0,0
721,TBA,AL,54,0,0
721,TBA,AL,33,1,0
721,TBA,AL,36,0,0
721,TBA,AL,1,0,0
721,WAS,NL,61,1,0
721,WAS,NL,61,0,0
722,SLN,NL,6,3,1
722,SLN,NL,4,2,0
722,CHA,AL,64,0,0
722,CHA,AL,50,0,0
722,CHA,AL,45,3,1
722,PIT,NL,43,13,1
722,COL,NL,8,1,0
722,KCA,AL,28,0,0
723,NYA,AL,13,38,10
723,NYA,AL,48,144,27
723,NYA,AL,15,35,7
723,SEA,AL,31,73,14
723,SEA,AL,127,379,106
723,SEA,AL,85,270,78
723,SEA,AL,134,439,113
723,LAN,NL,92,317,84
724,NYA,AL,24,17,1
724,NYA,AL,1,0,0
724,NYA,AL,31,79,19
724,NYA,AL,13,14,1
724,NYA,AL,51,64,17
724,NYA,AL,40,77,15
724,NYA,AL,6,13,3
724,BOS,AL,26,52,12
725,MON,NL,23,3,0
725,MON,NL,37,4,0
725,MON,NL,68,15,1
725,MON,NL,66,12,1
725,MON,NL,58,10,2
725,MON,NL,59,6,0
725,MON,NL,74,8,3
725,CHN,NL,54,1,0
726,PIT,NL,31,37,15
726,PIT,NL,97,273,84
726,PIT,NL,107,311,104
726,PIT,NL,110,304,80
726,PIT,NL,107,276,62
726,NYN,NL,82,203,46
726,TEX,AL,116,446,123
726,CHN,NL,101,239,70
727,BAL,AL,13,5,0
727,BAL,AL,6,2,0
727,BAL,AL,31,65,11
727,BAL,AL,35,38,14
727,KC1,AL,45,64,16
727,KC1,AL,36,57,15
727,CLE,AL,39,19,2
727,CLE,AL,6,2,0
728,CIN,NL,6,23,4
728,CIN,NL,129,408,106
728,CIN,NL,102,317,77
728,CIN,NL,159,646,166
728,CIN,NL,149,553,154
728,CIN,NL,103,365,82
728,CLE,AL,130,235,51
728,SE1,AL,148,537,126
729,PIT,NL,18,24,4
729,PIT,NL,47,60,10
729,PIT,NL,50,30,9
729,PIT,NL,51,38,5
729,PIT,NL,47,64,7
729,PIT,NL,48,52,6
729,PIT,NL,1,0,0
729,BRO,NL,24,8,0
730,MIN,AL,4,9,2
730,MIN,AL,36,38,12
730,MIN,AL,32,63,9
730,MIN,AL,44,73,16
730,MIN,AL,37,60,14
730,MIN,AL,40,94,16
730,MIN,AL,20,25,4
730,DET,AL,3,0,0
731,KCA,AL,2,0,0
731,TBA,AL,7,0,0
731,TBA,AL,31,4,0
731,TBA,AL,28,4,0
731,TBA,AL,33,4,1
731,TBA,AL,28,3,1
731,MIN,AL,33,6,0
731,MIN,AL,30,2,0
732,CIN,NL,24,84,27
732,CIN,NL,151,526,156
732,CIN,NL,131,469,151
732,CIN,NL,150,547,177
732,CIN,NL,161,599,185
732,CIN,NL,111,374,126
732,CIN,NL,162,581,177
732,CIN,NL,62,220,56
733,PIT,NL,18,61,17
733,PIT,NL,64,210,66
733,PIT,NL,123,478,138
733,PIT,NL,99,425,120
733,PIT,NL,116,436,118
733,PHI,NL,162,687,206
733,PHI,NL,162,699,213
733,PHI,NL,160,666,189
734,NYA,AL,8,0,0
734,SEA,AL,22,0,0
734,SEA,AL,10,0,0
734,CHA,AL,20,0,0
734,CHA,AL,47,1,0
734,CHA,AL,54,0,0
734,OAK,AL,55,0,0
734,OAK,AL,57,0,0
735,PIT,NL,18,37,5
735,PIT,NL,110,334,82
735,MIL,NL,74,135,35
735,MIL,NL,14,32,7
735,MIL,NL,50,127,32
735,MON,NL,13,11,1
735,BOS,AL,4,1,0
735,PHI,NL,32,36,10
736,LAN,NL,104,382,122
736,LAN,NL,148,558,165
736,LAN,NL,79,282,72
736,LAN,NL,104,334,88
736,LAN,NL,152,499,131
736,LAN,NL,125,405,108
736,CIN,NL,100,373,94
736,CLE,AL,49,182,54
737,TOR,AL,19,49,8
737,TOR,AL,80,222,55
737,TOR,AL,70,215,52
737,TOR,AL,129,417,119
