id,team,league,G,AB,H
3106,MIN,AL,19,0,0
3106,MIN,AL,4,0,0
3106,MIN,AL,51,0,0
3106,MIN,AL,83,0,0
3106,MIN,AL,69,0,0
3106,MIN,AL,79,0,0
3106,MIN,AL,63,0,0
3106,MIN,AL,70,0,0
3107,CIN,NL,8,20,6
3107,ARI,NL,103,357,90
3107,ARI,NL,80,270,61
3107,NYA,AL,155,525,139
3107,NYA,AL,153,562,155
3107,NYA,AL,136,534,153
3107,NYA,AL,134,504,135
3107,NYA,AL,82,324,77
3108,CAL,AL,154,593,172
3108,CAL,AL,149,564,161
3108,CAL,AL,158,597,176
3108,CAL,AL,159,593,167
3108,CAL,AL,83,310,83
3108,CAL,AL,143,551,166
3108,KCA,AL,149,572,154
3108,KCA,AL,141,497,145
3109,LAN,NL,5,10,2
3109,LAN,NL,20,28,4
3109,LAN,NL,33,44,6
3109,LAN,NL,77,1,0
3109,LAN,NL,77,0,0
3109,LAN,NL,70,3,0
3109,LAN,NL,14,0,0
3109,LAN,NL,2,0,0
3110,LAN,NL,41,103,24
3110,LAN,NL,149,478,139
3110,LAN,NL,106,296,73
3110,LAN,NL,55,175,47
3110,LAN,NL,92,261,74
3110,LAN,NL,81,261,61
3110,COL,NL,56,167,54
3110,COL,NL,33,117,43
3111,LAN,NL,16,0,0
3111,TEX,AL,5,0,0
3111,BAL,AL,24,0,0
3111,BAL,AL,6,0,0
3111,BAL,AL,55,0,0
3111,BAL,AL,38,0,0
3111,CLE,AL,42,0,0
3111,CLE,AL,32,0,0
3112,HOU,NL,10,19,2
3112,HOU,NL,55,159,47
3112,HOU,NL,113,368,110
3112,HOU,NL,58,152,41
3112,HOU,NL,60,164,45
3112,HOU,NL,66,182,46
3112,HOU,NL,103,323,88
3112,HOU,NL,74,218,61
3113,PIT,NL,75,231,59
3113,PIT,NL,61,149,31
3113,PIT,NL,83,252,69
3113,PIT,NL,116,431,137
3113,PIT,NL,75,280,70
3113,PIT,NL,124,406,102
3113,PIT,NL,77,218,66
3113,MIN,AL,134,484,133
3114,SDN,NL,35,66,4
3114,SDN,NL,36,74,11
3114,SDN,NL,40,86,8
3114,SDN,NL,35,74,5
3114,SDN,NL,35,54,5
3114,CIN,NL,36,74,7
3114,CIN,NL,26,32,6
3114,MON,NL,22,18,1
3115,NYA,AL,30,0,0
3115,SEA,AL,22,4,2
3115,SEA,AL,12,0,0
3115,SEA,AL,2,0,0
3115,TEX,AL,3,0,0
3115,CHA,AL,28,4,0
3115,CHA,AL,10,0,0
3115,MIA,NL,12,4,1
3116,FLO,NL,15,26,3
3116,FLO,NL,30,47,6
3116,FLO,NL,30,54,5
3116,FLO,NL,29,46,9
3116,CHN,NL,21,28,5
3116,COL,NL,6,0,0
3116,PIT,NL,1,0,0
3116,CHA,AL,6,0,0
3117,LAN,NL,10,11,1
3117,LAN,NL,10,12,0
3117,MIA,NL,12,20,3
3117,MIA,NL,18,31,2
3117,MIA,NL,33,56,5
3117,NYA,AL,27,5,0
3117,NYA,AL,24,5,0
3117,TBA,AL,11,7,1
3118,SLN,NL,12,12,4
3118,SLN,NL,10,18,3
3118,SLN,NL,26,73,16
3118,SLN,NL,55,105,22
3118,SLN,NL,29,51,8
3118,SDN,NL,121,355,83
3118,SDN,NL,110,316,90
3118,SDN,NL,97,308,71
3119,FLO,NL,18,35,4
3119,FLO,NL,6,11,1
3119,FLO,NL,10,17,0
3119,FLO,NL,16,23,0
3119,FLO,NL,33,59,6
3119,FLO,NL,32,57,7
3119,MIA,NL,19,30,3
3119,DET,AL,12,0,0
3120,CIN,NL,20,38,6
3120,CIN,NL,22,55,14
3120,CIN,NL,1,1,0
3120,CIN,NL,76,258,66
3120,CIN,NL,23,30,4
3120,CIN,NL,2,2,0
3120,PHI,NL,55,182,29
3120,PHI,NL,32,68,11
3121,SLN,NL,7,27,5
3121,SLN,NL,7,15,4
3121,SLN,NL,74,191,60
3121,SLN,NL,148,564,166
3121,SLN,NL,112,346,82
3121,SLN,NL,10,25,5
3121,PHI,NL,130,488,181
3121,PHI,NL,112,332,97
3122,SFN,NL,12,24,7
3122,SFN,NL,33,95,26
3122,SFN,NL,120,326,85
3122,SFN,NL,116,158,42
3122,MIL,NL,94,152,39
3122,BAL,AL,6,17,2
3122,NYA,AL,1,2,0
3122,PIT,NL,15,34,7
3123,TEX,AL,61,186,26
3123,TEX,AL,152,555,138
3123,CHN,NL,62,200,39
3123,CHN,NL,51,56,10
3123,SLN,NL,97,259,59
3123,SFN,NL,69,165,43
3123,SFN,NL,53,100,15
3123,ML4,AL,34,89,19
3124,NYN,NL,101,335,93
3124,NYN,NL,123,368,96
3124,NYN,NL,151,518,163
3124,NYN,NL,144,557,155
3124,NYN,NL,158,628,191
3124,NYN,NL,150,544,176
3124,NYN,NL,124,457,111
3124,NYN,NL,135,490,151
3125,ATL,NL,7,13,4
3125,ATL,NL,68,156,40
3125,ATL,NL,73,191,41
3125,ATL,NL,61,149,50
3125,ATL,NL,104,309,77
3125,ATL,NL,7,22,4
3125,ATL,NL,5,10,3
3125,CLE,AL,42,117,25
3126,CAL,AL,25,0,0
3126,CAL,AL,35,0,0
3126,CAL,AL,31,0,0
3126,CAL,AL,29,0,0
3126,CAL,AL,32,0,0
3126,CAL,AL,34,0,0
3126,CAL,AL,31,0,0
3126,CAL,AL,35,0,0
3127,ML4,AL,19,41,12
3127,ML4,AL,27,66,18
3127,BOS,AL,112,399,123
3127,BOS,AL,149,497,129
3127,BOS,AL,146,499,154
3127,BOS,AL,156,611,165
3127,BOS,AL,157,596,167
3127,BOS,AL,138,513,134
3128,BOS,AL,98,310,80
3128,BOS,AL,60,144,37
3128,BOS,AL,24,50,11
3128,BOS,AL,1,1,0
3128,WS1,AL,68,195,36
3128,WS1,AL,44,87,16
3128,WS1,AL,117,327,82
3128,WS1,AL,85,157,39
3129,BOS,AL,114,312,89
3129,BOS,AL,78,242,56
3129,BOS,AL,150,469,98
3129,BOS,AL,143,473,123
3129,BOS,AL,64,74,14
3129,BOS,AL,96,279,77
3129,BOS,AL,12,23,5
3129,BOS,AL,21,55,11
3130,CHA,AL,8,0,0
3130,CHA,AL,3,0,0
3130,HOU,NL,6,3,0
3130,HOU,NL,35,59,9
3130,HOU,AL,37,4,1
3130,HOU,AL,3,0,0
3130,ATL,NL,5,8,0
3130,TEX,AL,4,0,0
3131,PHI,NL,43,109,33
3131,PHI,NL,97,262,77
3131,SLN,NL,25,86,16
3131,SLN,NL,81,175,39
3131,CIN,NL,149,603,188
3131,CIN,NL,139,523,165
3131,CAL,AL,156,614,202
3131,CAL,AL,65,242,63
3132,PHI,NL,1,0,0
3132,PHI,NL,11,1,0
3132,PHI,NL,71,3,0
3132,PHI,NL,50,31,0
3132,PHI,NL,35,61,5
3132,PHI,NL,36,63,3
3132,PHI,NL,49,34,1
3132,PHI,NL,59,11,3
3133,KCA,AL,3,0,0
3133,KCA,AL,6,0,0
3133,KCA,AL,68,0,0
3133,KCA,AL,13,0,0
3133,KCA,AL,68,0,0
3133,KCA,AL,4,0,0
3133,CHA,AL,25,0,0
3133,CHA,AL,54,0,0
3134,SFN,NL,19,28,5
3134,SFN,NL,20,32,5
3134,SFN,NL,4,0,0
3134,SFN,NL,78,1,0
3134,MIN,AL,73,1,0
3134,MIN,AL,69,0,0
3134,MIN,AL,64,1,0
3134,MIN,AL,68,0,0
3135,KCA,AL,41,0,0
3135,KCA,AL,7,0,0
3135,KCA,AL,13,0,0
3135,KCA,AL,45,0,0
3135,FLO,NL,75,0,0
3135,FLO,NL,68,0,0
3135,FLO,NL,68,1,0
3135,TBA,AL,32,0,0
3136,CLE,AL,47,150,36
3136,CLE,AL,131,481,135
3136,CLE,AL,154,607,186
3136,CLE,AL,141,526,144
3136,CLE,AL,135,507,125
3136,CHA,AL,139,480,121
3136,CHA,AL,129,472,112
3136,CHA,AL,142,536,169
3137,OAK,AL,4,0,0
3137,OAK,AL,3,0,0
3137,OAK,AL,2,0,0
3137,OAK,AL,46,0,0
3137,OAK,AL,51,0,0
3137,OAK,AL,46,0,0
3137,SFN,NL,52,0,0
3137,SFN,NL,49,0,0
3138,CHA,AL,51,14,0
3138,CHA,AL,56,16,4
3138,CHA,AL,77,10,0
3138,CHA,AL,70,8,0
3138,CHA,AL,17,1,0
3138,SE1,AL,51,12,1
3138,ML4,AL,28,1,0
3138,OAK,AL,38,6,1
3139,PIT,NL,11,31,8
3139,PIT,NL,4,2,1
3139,PIT,NL,42,52,13
3139,PIT,NL,110,325,88
3139,PIT,NL,137,416,91
3139,PIT,NL,62,190,44
3139,PIT,NL,51,139,29
3139,KCA,AL,71,218,55
3140,CHA,AL,20,65,15
3140,CHA,AL,3,3,0
3140,CHA,AL,46,150,42
3140,CHA,AL,122,295,78
3140,CHA,AL,131,343,97
3140,CHA,AL,92,294,78
3140,CHA,AL,116,195,52
3140,CHA,AL,143,153,34
3141,NYA,AL,41,88,8
3141,NYA,AL,33,41,9
3141,BOS,AL,40,91,9
3141,BOS,AL,42,80,18
3141,BOS,AL,44,78,14
3141,BOS,AL,19,32,3
3141,PHA,AL,18,31,3
3141,PHA,AL,31,46,8
3142,PHI,NL,39,82,14
3142,PHI,NL,28,62,13
3142,PHI,NL,33,86,27
3142,PHI,NL,8,10,4
3142,PIT,NL,31,88,22
3142,PIT,NL,36,82,16
3142,PIT,NL,35,97,17
3142,PIT,NL,36,88,20
3143,LAN,NL,10,19,4
3143,LAN,NL,6,0,0
3143,LAN,NL,13,36,9
3143,ATL,NL,149,533,132
3143,ATL,NL,140,445,96
3143,ATL,NL,140,529,137
3143,ATL,NL,154,601,164
3143,ATL,NL,123,392,95
3144,BOS,AL,51,68,19
3144,BOS,AL,86,203,47
3144,WS1,AL,149,629,203
3144,WS1,AL,149,570,152
3144,WS1,AL,153,592,187
3144,WS1,AL,152,578,169
3144,WS1,AL,147,506,141
3144,BOS,AL,114,391,92
3145,LAA,AL,99,268,61
3145,LAA,AL,75,219,54
3145,LAA,AL,78,227,62
3145,LAA,AL,114,382,104
3145,LAA,AL,140,453,108
3145,TEX,AL,113,369,118
3145,TEX,AL,108,352,80
3145,BOS,AL,139,498,129
3146,FLO,NL,28,51,11
3146,FLO,NL,13,18,2
3146,PHI,NL,24,72,21
3146,DET,AL,46,123,37
3146,DET,AL,20,34,3
3146,OAK,AL,20,58,17
3146,OAK,AL,66,153,41
3146,OAK,AL,52,92,17
3147,SLN,NL,14,10,2
3147,SLN,NL,76,222,55
3147,SLN,NL,103,411,110
3147,SLN,NL,135,493,131
3147,SLN,NL,89,313,101
3147,SLN,NL,145,558,154
3147,SLN,NL,159,596,180
3147,SLN,NL,152,559,141
3148,SEA,AL,16,0,0
3148,SEA,AL,15,0,0
3148,SEA,AL,32,5,1
3148,SEA,AL,23,0,0
3148,SEA,AL,29,4,1
3148,SEA,AL,32,4,0
3148,KCA,AL,34,4,0
3148,KCA,AL,34,4,1
3149,CLE,AL,2,2,0
3149,CLE,AL,14,2,0
3149,CLE,AL,34,20,4
3149,KC1,AL,26,16,2
3149,KC1,AL,39,78,23
3149,KC1,AL,37,75,12
3149,KC1,AL,16,18,2
3149,NYA,AL,23,45,6
3150,DET,AL,44,123,28
3150,TBA,AL,59,199,57
3150,TBA,AL,82,283,82
3150,TBA,AL,66,189,52
3150,NYN,NL,36,56,13
3150,SDN,NL,142,490,128
3150,SDN,NL,133,403,98
3150,NYA,AL,22,55,11
3151,LAN,NL,31,119,33
3151,LAN,NL,150,638,180
3151,LAN,NL,155,623,175
3151,LAN,NL,145,569,138
3151,LAN,NL,136,488,136
3151,LAN,NL,157,633,210
3151,LAN,NL,157,610,171
3151,LAN,NL,160,632,175
3152,BAL,AL,5,9,1
3152,BAL,AL,39,84,17
3152,BAL,AL,3,2,0
3152,KCA,AL,14,43,14
3152,KCA,AL,31,66,10
3152,KCA,AL,61,134,24
3152,KCA,AL,51,78,26
3152,KCA,AL,10,9,1
3153,PHI,NL,60,152,45
3153,CHA,AL,142,514,139
3153,CHA,AL,21,60,11
3153,KC1,AL,116,425,124
3153,KC1,AL,142,529,143
3153,OAK,AL,147,504,146
3153,OAK,AL,152,584,153
3153,NYA,AL,155,582,175
3154,CHN,NL,56,18,2
3154,SDN,NL,62,17,5
3154,SDN,NL,60,4,1
3154,SDN,NL,84,8,1
3154,SDN,NL,33,3,1
3154,SFN,NL,44,4,1
3154,SFN,NL,64,9,0
3154,SFN,NL,70,7,0
3155,SDN,NL,20,48,8
3155,SDN,NL,46,65,10
3155,SDN,NL,40,83,11
3155,SDN,NL,40,103,6
3155,SDN,NL,28,43,5
3155,SDN,NL,38,82,15
3155,SDN,NL,41,86,15
3155,SDN,NL,25,45,3
3156,PIT,NL,151,542,155
3156,PIT,NL,87,270,57
3156,PIT,NL,154,581,153
3156,PIT,NL,154,566,151
3156,PIT,NL,151,573,162
3156,PIT,NL,153,529,144
3156,PIT,NL,156,583,182
3156,PIT,NL,151,575,160
3157,SEA,AL,19,0,0
3157,SDN,NL,19,1,0
3157,SDN,NL,21,0,0
3157,ML4,AL,23,0,0
3157,ML4,AL,50,1,0
3157,CLE,AL,25,0,0
3157,CIN,NL,29,43,3
3157,CIN,NL,35,43,7
3158,PIT,NL,132,470,117
3158,PIT,NL,113,233,47
3158,PIT,NL,126,387,118
3158,PIT,NL,144,529,170
3158,PIT,NL,143,547,153
3158,PIT,NL,145,571,156
3158,PIT,NL,119,381,102
3158,PIT,NL,144,510,154
3159,CHA,AL,11,0,0
3159,PIT,NL,34,58,7
3159,PIT,NL,26,42,8
3159,PIT,NL,32,53,4
3159,PIT,NL,34,47,5
3159,COL,NL,33,51,5
3159,COL,NL,30,53,7
3159,CIN,NL,23,22,3
3160,NYA,AL,127,496,127
3160,NYA,AL,153,556,170
3160,NYA,AL,154,558,149
3160,NYA,AL,152,567,161
3160,NYA,AL,120,400,101
3160,NYA,AL,125,439,108
3160,NYA,AL,22,31,10
3160,CHA,AL,145,463,125
3161,TEX,AL,6,11,6
3161,TEX,AL,32,110,32
3161,TEX,AL,3,8,0
3161,TEX,AL,50,98,27
3161,NYN,NL,22,30,6
3161,SFN,NL,112,319,86
3161,SFN,NL,102,225,61
3161,SFN,NL,107,193,49
3162,CLE,AL,9,0,0
3162,CLE,AL,33,0,0
3162,CLE,AL,33,0,0
3162,CLE,AL,9,0,0
3162,CLE,AL,23,0,0
3162,CLE,AL,29,0,0
3162,CLE,AL,32,0,0
3162,CLE,AL,34,5,1
3163,NY1,NL,9,27,6
3163,NY1,NL,8,29,5
3163,NY1,NL,86,200,51
3163,NY1,NL,124,326,70
3163,NY1,NL,37,101,23
3163,SLN,NL,47,158,41
3163,NY1,NL,72,165,38
3163,SLN,NL,19,41,7
3164,LAN,NL,19,33,7
3164,LAN,NL,27,45,3
3164,LAN,NL,29,12,2
3164,LAN,NL,6,0,0
3164,LAN,NL,3,7,0
3164,LAN,NL,23,10,2
3164,LAN,NL,31,39,6
3164,LAN,NL,28,9,0
3165,KCA,AL,12,0,0
3165,KCA,AL,9,0,0
3165,ML4,AL,68,0,0
3165,ML4,AL,44,0,0
3165,ML4,AL,36,0,0
3165,ML4,AL,52,0,0
3165,ML4,AL,4,0,0
3165,ML4,AL,34,0,0
3166,CLE,AL,12,51,11
3166,CLE,AL,158,602,165
3166,CLE,AL,107,381,96
3166,CLE,AL,159,604,149
3166,CLE,AL,157,596,146
3166,CLE,AL,161,637,163
3166,CLE,AL,131,452,101
3166,CLE,AL,66,191,43
3167,SFN,NL,34,65,4
3167,SLN,NL,32,62,8
3167,SLN,NL,27,41,10
3167,SLN,NL,19,21,5
3167,NYN,NL,33,52,9
3167,NYN,NL,37,41,6
3167,NYN,NL,35,22,4
3167,NYN,NL,40,53,6
3168,ML4,AL,53,0,0
3168,ML4,AL,70,0,0
3168,ML4,AL,76,0,0
3168,ML4,AL,67,0,0
3168,ML4,AL,66,0,0
3168,CAL,AL,57,0,0
3168,CAL,AL,11,0,0
3168,CHN,NL,49,2,0
3169,TBA,AL,122,448,122
3169,TBA,AL,157,584,164
3169,TBA,AL,151,574,169
3169,TBA,AL,133,483,118
3169,TBA,AL,74,273,79
3169,TBA,AL,160,614,165
3169,TBA,AL,162,624,158
3169,TBA,AL,160,604,163
3170,MON,NL,10,19,2
3170,MON,NL,34,50,8
3170,MON,NL,33,64,5
3170,MON,NL,22,35,4
3170,MON,NL,32,57,8
3170,MON,NL,18,28,4
3170,CHN,NL,24,42,5
3170,CHN,NL,19,31,2
3171,BAL,AL,8,0,0
3171,BAL,AL,9,0,0
3171,BAL,AL,3,0,0
3171,MON,NL,65,15,3
3171,MON,NL,77,4,1
3171,MON,NL,79,2,0
3171,MON,NL,64,2,0
3171,MON,NL,8,0,0
3172,PHA,AL,22,60,14
3172,CLE,AL,44,56,15
3172,CLE,AL,84,244,88
3172,BOS,AL,147,558,171
3172,BOS,AL,146,551,181
3172,CLE,AL,129,462,143
3172,CLE,AL,127,488,164
3172,CLE,AL,151,603,216
3173,NYA,AL,2,2,1
3173,LAA,AL,130,450,128
3173,LAA,AL,160,583,169
3173,LAA,AL,149,528,116
3173,LAA,AL,47,172,47
3173,BOS,AL,107,401,103
3173,BOS,AL,151,521,141
3173,ATL,NL,39,126,25
3174,ARI,NL,4,0,0
3174,ARI,NL,27,3,0
3174,FLO,NL,17,25,4
3174,FLO,NL,17,17,2
3174,FLO,NL,52,9,1
3174,FLO,NL,77,5,1
3174,FLO,NL,14,0,0
3174,COL,NL,22,0,0
3175,PIT,NL,43,13,1
3175,PIT,NL,15,15,1
3175,TBA,AL,38,3,1
3175,TBA,AL,63,0,0
3175,TBA,AL,44,0,0
3175,NYN,NL,24,5,1
3175,NYN,NL,55,3,0
3175,COL,NL,41,0,0
3176,CHN,NL,26,1,0
3176,CHN,NL,20,5,1
3176,CHN,NL,7,4,1
3176,CHN,NL,75,4,0
3176,CHN,NL,31,50,5
3176,CHN,NL,33,62,7
3176,CHN,NL,17,34,6
3176,OAK,AL,16,0,0
3177,CHN,NL,5,12,3
3177,CHN,NL,16,38,10
3177,CHN,NL,62,148,30
3177,CHN,NL,19,58,15
3177,CHN,NL,91,227,55
3177,CHN,NL,56,82,18
3177,CLE,AL,59,107,26
3177,CLE,AL,71,117,29
3178,NYN,NL,4,10,0
3178,ATL,NL,4,4,1
3178,ATL,NL,62,82,23
3178,ATL,NL,95,213,49
3178,ATL,NL,89,230,57
3178,ATL,NL,17,22,6
3178,CIN,NL,53,154,48
3178,CIN,NL,81,236,73
3179,LAN,NL,77,195,42
3179,LAN,NL,152,538,148
3179,LAN,NL,138,510,148
3179,LAN,NL,126,475,126
3179,LAN,NL,159,587,151
3179,LAN,NL,158,559,134
3179,LAN,NL,156,598,200
3179,SEA,AL,156,603,154
3180,MIN,AL,24,0,0
3180,MIN,AL,56,0,0
3180,MIN,AL,49,0,0
3180,MIN,AL,6,0,0
3180,CHN,NL,10,1,0
3180,CHN,NL,31,4,1
3180,CLE,AL,5,0,0
3180,ATL,NL,2,1,0
3181,BOS,AL,1,4,1
3181,BOS,AL,103,323,75
3181,BOS,AL,139,522,124
3181,BOS,AL,142,491,127
3181,BOS,AL,123,406,95
3181,BOS,AL,154,535,159
3181,BOS,AL,157,583,152
3181,BOS,AL,158,553,139
3182,ATL,NL,9,26,6
3182,ATL,NL,122,232,52
3182,ATL,NL,121,168,45
3182,ATL,NL,123,291,74
3182,ATL,NL,145,454,122
3182,ATL,NL,123,369,84
3182,ATL,NL,138,513,151
3182,ATL,NL,106,361,84
3183,BAL,AL,12,18,3
3183,BAL,AL,5,9,0
3183,NYN,NL,4,8,1
3183,NYN,NL,117,435,113
3183,NYN,NL,94,171,46
3183,NYN,NL,86,200,56
3183,LAN,NL,109,288,98
3183,LAN,NL,126,385,113
3184,TOR,AL,18,2,0
3184,TOR,AL,28,2,0
3184,TOR,AL,20,0,0
3184,TOR,AL,21,2,0
3184,TOR,AL,60,0,0
3184,TOR,AL,66,0,0
3184,TOR,AL,63,0,0
3184,TOR,AL,54,0,0
3185,PHA,AL,45,119,26
3185,PHA,AL,116,339,88
3185,PHA,AL,2,7,0
3185,CLE,AL,30,71,17
3185,CLE,AL,29,63,13
3185,CLE,AL,34,58,13
3185,CLE,AL,79,215,47
3185,CLE,AL,88,282,63
3186,ATL,NL,12,12,0
3186,ATL,NL,31,50,4
3186,ATL,NL,33,78,12
3186,ATL,NL,36,59,7
3186,ATL,NL,21,43,4
3186,ATL,NL,35,70,14
3186,PHI,NL,35,68,4
3186,PHI,NL,25,46,8
3187,PIT,NL,21,21,3
3187,PIT,NL,24,21,1
3187,PIT,NL,9,6,0
3187,BOS,AL,6,0,0
3187,BOS,AL,32,6,0
3187,BOS,AL,35,1,0
3187,CIN,NL,35,81,9
3187,CIN,NL,34,70,10
3188,CLE,AL,28,43,12
3188,CLE,AL,31,63,11
3188,CLE,AL,1,1,1
3188,CLE,AL,12,18,6
3188,ML4,AL,104,233,55
3188,ML4,AL,99,200,57
3188,MIL,NL,22,37,13
3188,CLE,AL,10,26,4
3189,BOS,AL,22,78,14
3189,BOS,AL,67,205,49
3189,BOS,AL,24,77,22
3189,BOS,AL,34,128,41
3189,BOS,AL,88,254,64
3189,BOS,AL,62,195,44
3189,BOS,AL,31,93,23
3189,BOS,AL,17,40,12
3190,ML4,AL,38,113,30
3190,ML4,AL,120,382,84
3190,ML4,AL,145,542,132
3190,ML4,AL,141,501,114
3190,ML4,AL,154,569,152
3190,ML4,AL,95,370,94
3190,ML4,AL,108,392,88
3190,ML4,AL,102,375,105
3191,CLE,AL,27,49,10
3191,CLE,AL,32,53,11
3191,CLE,AL,29,18,2
3191,BOS,AL,73,145,34
3191,BOS,AL,85,281,74
3191,BOS,AL,115,362,78
3191,HOU,NL,15,44,10
3191,HOU,NL,46,157,29
3192,NYA,AL,8,0,0
3192,NYA,AL,41,0,0
3192,NYA,AL,53,0,0
3192,NYA,AL,63,0,0
3192,NYA,AL,58,0,0
3192,ML4,AL,12,0,0
3192,ML4,AL,74,0,0
3192,MIL,NL,72,1,0
3193,ARI,NL,25,1,0
3193,ARI,NL,61,3,0
3193,ARI,NL,78,6,1
3193,ARI,NL,72,2,1
3193,ARI,NL,7,13,2
3193,BOS,AL,49,7,2
3193,BOS,AL,7,0,0
3193,COL,NL,40,38,3
3194,LAA,AL,2,0,0
3194,LAA,AL,13,0,0
3194,LAA,AL,18,0,0
3194,LAA,AL,31,3,0
3194,LAA,AL,31,0,0
3194,LAA,AL,20,1,0
3194,ARI,NL,13,23,2
3194,ARI,NL,33,61,12
3195,NYA,AL,11,26,4
3195,NYA,AL,5,7,1
3195,NYA,AL,97,305,78
3195,NYA,AL,73,182,45
3195,NYA,AL,134,469,141
3195,NYA,AL,150,460,116
3195,NYA,AL,162,662,173
3195,NYA,AL,161,692,209
3196,NY1,NL,1,1,0
3196,NY1,NL,22,75,23
3196,NY1,NL,149,556,159
3196,NY1,NL,152,574,152
3196,NY1,NL,101,287,80
3196,NY1,NL,104,291,81
3196,NY1,NL,14,14,1
3196,CIN,NL,95,364,103
3197,LAN,NL,5,8,5
3197,LAN,NL,25,62,15
3197,LAN,NL,75,183,59
3197,LAN,NL,98,347,104
3197,LAN,NL,150,575,175
3197,LAN,NL,160,584,174
3197,LAN,NL,144,535,162
3197,LAN,NL,137,487,156
3198,SLN,NL,123,422,125
3198,SLN,NL,147,601,172
3198,SLN,NL,145,571,166
3198,SLN,NL,152,612,216
3198,SLN,NL,124,497,127
3198,SLN,NL,153,620,177
3198,SLN,NL,137,562,164
3198,SLN,NL,58,199,47
3199,CAL,AL,11,33,5
3199,MIN,AL,127,463,126
3199,MIN,AL,151,542,123
3199,MIN,AL,155,567,144
3199,MIN,AL,157,567,137
3199,MIN,AL,157,593,152
3199,MIN,AL,155,532,138
3199,MIN,AL,14,49,9
3200,ANA,AL,153,582,166
3200,ANA,AL,152,608,178
3200,ANA,AL,120,452,114
3200,ANA,AL,142,566,156
3200,SLN,NL,158,630,185
3200,SLN,NL,123,500,146
3200,SLN,NL,117,434,134
3200,TOR,AL,76,260,72
3201,OAK,AL,9,35,7
3201,OAK,AL,5,4,1
3201,OAK,AL,31,60,15
3201,TEX,AL,5,4,3
3201,KCA,AL,106,279,91
3201,KCA,AL,121,348,92
3201,KCA,AL,89,216,53
3201,TEX,AL,19,46,14
3202,BOS,AL,2,1,0
3202,CLE,AL,44,127,30
3202,CLE,AL,15,32,5
3202,CLE,AL,76,207,47
3202,CLE,AL,63,182,57
3202,PHI,NL,144,525,151
3202,PHI,NL,136,471,111
3202,PHI,NL,27,75,16
3203,OAK,AL,85,302,73
3203,COL,NL,89,278,79
3203,COL,NL,145,587,197
3203,COL,NL,127,481,142
3203,COL,NL,135,518,157
3203,COL,NL,110,391,118
3203,COL,NL,70,260,62
3203,COL,NL,153,554,150
3204,MIN,AL,40,106,24
3204,MIN,AL,74,280,76
3204,MIN,AL,141,490,117
3204,MIN,AL,157,592,190
3204,MIN,AL,157,590,160
3204,MIN,AL,163,623,187
3204,MIN,AL,135,508,139
3204,MIN,AL,81,296,102
3205,NYA,AL,51,108,28
3205,NYA,AL,96,312,83
3205,NYA,AL,143,588,160
3205,NYA,AL,148,579,133
3205,NYA,AL,156,641,183
3205,NYA,AL,158,686,172
3205,NYA,AL,159,625,156
3205,NYA,AL,147,547,132
3206,CLE,AL,7,12,3
3206,CLE,AL,7,16,2
3206,TOR,AL,31,100,20
3206,TOR,AL,88,282,63
3206,TOR,AL,136,469,112
3206,NYA,AL,147,519,144
3206,NYA,AL,71,234,57
3206,NYA,AL,89,300,68
3207,CHN,NL,22,73,18
3207,CHN,NL,84,221,61
3207,CHN,NL,152,580,178
3207,TEX,AL,156,559,154
3207,TEX,AL,154,598,191
3207,TEX,AL,159,631,203
3207,TEX,AL,159,608,163
3207,TEX,AL,160,597,176
3208,BOS,AL,9,15,0
3208,CLE,AL,41,110,27
3208,CLE,AL,59,161,42
3208,CLE,AL,112,352,92
3208,CLE,AL,89,271,58
3208,TBA,AL,63,158,31
3208,TBA,AL,87,221,39
3208,BOS,AL,48,140,35
3209,CHN,NL,40,76,10
3209,CHN,NL,39,102,24
3209,CHN,NL,43,87,12
3209,CHN,NL,42,87,15
3209,CHN,NL,44,101,20
3209,CHN,NL,37,103,13
3209,CHN,NL,37,76,10
3209,CHN,NL,28,59,11
3210,ARI,NL,57,166,42
3210,ARI,NL,81,229,49
3210,CHA,AL,130,480,138
3210,CHA,AL,99,351,83
3210,CHA,AL,131,453,110
3210,CHA,AL,118,421,107
3210,SDN,NL,86,284,74
3210,SDN,NL,82,276,76
3211,SEA,AL,6,0,0
3211,SEA,AL,17,0,0
3211,SEA,AL,33,0,0
3211,SEA,AL,27,0,0
3211,SEA,AL,31,0,0
3211,SEA,AL,33,0,0
3211,CIN,NL,22,39,6
3211,BOS,AL,29,0,0
3212,CIN,NL,157,623,170
3212,CIN,NL,136,516,139
3212,CIN,NL,162,670,209
3212,CIN,NL,156,654,205
3212,CIN,NL,148,585,176
3212,CIN,NL,149,626,210
3212,CIN,NL,156,627,218
3212,CIN,NL,159,649,205
3213,KC1,AL,47,79,19
3213,KC1,AL,67,129,28
3213,KC1,AL,10,0,0
3213,NYA,AL,47,114,20
3213,NYA,AL,124,393,95
3213,NYA,AL,148,504,113
3213,NYA,AL,158,566,154
3213,NYA,AL,152,557,140
3214,CHN,NL,10,0,0
3214,CHN,NL,18,0,0
3214,CHN,NL,33,0,0
3214,CHN,NL,1,0,0
3214,COL,NL,9,0,0
3214,LAN,NL,17,0,0
3214,SEA,AL,19,0,0
3214,TOR,AL,2,0,0
3215,NY1,NL,24,12,2
3215,NY1,NL,23,25,0
3215,NY1,NL,27,21,4
3215,NY1,NL,36,20,1
